"-------------------------------------------------------------------------------------------"
" Monthly average CO2 concentrations (ppm) derived from flask air samples                   "
" Alert Station, NWT, Canada.                                                               "
"                                                                                           "
" Source: R. F. Keeling and S. J. Walker                                                    "
" Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        "
" Scripps Institution of Oceanography (SIO)                                                 "
" University of California                                                                  "
" La Jolla, California USA 92093-0244                                                       "
"                                                                                           "
" Status of data and correspondence:                                                        "
"                                                                                           "
" These data are subject to revision based on recalibration of standard gases. Questions    "
" about the data should be directed to Dr. Ralph Keeling (rkeeling AT ucsd.edu) and         "
" Dr. Stephen Walker (sjwalker AT ucsd.edu), Scripps CO2 Program.                           "
"                                                                                           "
" Flask data from archive dated 21-Feb-2025 08:57:33                                        "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" Please cite as:                                                                           "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   "
" oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    "
" Institution of Oceanography, San Diego, 88 pages, 2001.                                   "
"                                                                                           "
" If it is necessary to cite a peer-reviewed article, please cite as:                       "
"                                                                                           "
" C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       "
" H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       "
" oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       "
" in "A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems",     "
" editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 "
" New York, 2005.                                                                           "
"                                                                                           "
"-------------------------------------------------------------------------------------------"
"                                                                                           "
" The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant "
" formats. Column 5 below gives monthly CO2 concentrations in micro-mol CO2 per mole (ppm)  "
" reported on the 20 SIO manometric mole fraction scale.  This is the standard           "
" version of the data most often sought.  The monthly values have been adjusted             "
" to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  "
" adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           "
" subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      "
" smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic "
" functions with linear gain.  Column 8 is the same smoothed version with the seasonal      "
" cycle removed.  Column 9 is identical to Column 5 except that the missing values from     "
" Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  "
" except missing values have been filled with values from Column 8.  Missing values are     "
1987, 02,   31823, 1987.1260,   352.09,   347.94,     353.22,   349.07,     352.09,   347.94
1987, 03,   31851, 1987.2027,   353.89,   349.36,     353.74,   349.21,     353.89,   349.36
1987, 04,   31882, 1987.2877,   353.56,   348.87,     354.06,   349.37,     353.56,   348.87
1987, 05,   31912, 1987.3699,   354.52,   349.68,     354.38,   349.54,     354.52,   349.68
1987, 06,   31943, 1987.4548,   352.75,   349.94,     352.53,   349.72,     352.75,   349.94
1987, 07,   31973, 1987.5370,   348.11,   351.55,     346.47,   349.91,     348.11,   351.55
1987, 08,   32004, 1987.6219,   340.99,   350.39,     340.70,   350.10,     340.99,   350.39
1987, 09,   32035, 1987.7068,   340.45,   349.32,     341.43,   350.30,     340.45,   349.32
1987, 10,   32065, 1987.7890,   346.11,   350.55,     346.07,   350.51,     346.11,   350.55
1987, 11,   32096, 1987.8740,   349.23,   349.55,     350.41,   350.72,     349.23,   349.55
1987, 12,   32126, 1987.9562,   352.55,   350.30,     353.20,   350.94,     352.55,   350.30
1988, 01,   32157, 1988.0410,   354.07,   350.50,     354.74,   351.18,     354.07,   350.50
1988, 02,   32188, 1988.1257,   355.42,   351.24,     355.60,   351.42,     355.42,   351.24
1988, 03,   32217, 1988.2049,   356.17,   351.60,     356.21,   351.65,     356.17,   351.60
1988, 04,   32248, 1988.2896,   357.18,   352.45,     356.62,   351.90,     357.18,   352.45
1988, 05,   32278, 1988.3716,   356.88,   352.01,     357.00,   352.14,     356.88,   352.01
1988, 06,   32309, 1988.4563,   356.17,   353.42,     355.14,   352.39,     356.17,   353.42
1988, 07,   32339, 1988.5383,   348.33,   351.91,     349.05,   352.63,     348.33,   351.91
1988, 08,   32370, 1988.6230,   344.04,   353.54,     343.37,   352.87,     344.04,   353.54
1988, 09,   32401, 1988.7077,      NaN,      NaN,     344.21,   353.11,     344.21,   353.11
1988, 10,   32431, 1988.7896,   349.59,   354.03,     348.90,   353.33,     349.59,   354.03
1988, 11,   32462, 1988.8743,   354.88,   355.18,     353.24,   353.55,     354.88,   355.18
1988, 12,   32492, 1988.9563,   357.47,   355.19,     356.02,   353.75,     357.47,   355.19
1989, 01,   32523, 1989.0411,   356.34,   352.75,     357.54,   353.95,     356.34,   352.75
1989, 02,   32554, 1989.1260,   358.85,   354.64,     358.34,   354.13,     358.85,   354.64
1989, 03,   32582, 1989.2027,   360.08,   355.49,     358.88,   354.29,     360.08,   355.49
1989, 04,   32613, 1989.2877,   359.52,   354.76,     359.20,   354.45,     359.52,   354.76
1989, 05,   32643, 1989.3699,   359.51,   354.61,     359.50,   354.60,     359.51,   354.61
1989, 06,   32674, 1989.4548,   357.63,   354.78,     357.58,   354.74,     357.63,   354.78
1989, 07,   32704, 1989.5370,   351.44,   354.92,     351.38,   354.86,     351.44,   354.92
1989, 08,   32735, 1989.6219,   345.67,   355.19,     345.46,   354.98,     345.67,   355.19
1989, 09,   32766, 1989.7068,   346.20,   355.19,     346.10,   355.10,     346.20,   355.19
1989, 10,   32796, 1989.7890,   349.93,   354.43,     350.70,   355.19,     349.93,   354.43
1989, 11,   32827, 1989.8740,   354.72,   355.04,     354.97,   355.29,     354.72,   355.04
1989, 12,   32857, 1989.9562,   358.31,   356.02,     357.66,   355.38,     358.31,   356.02
1990, 01,   32888, 1990.0411,   359.29,   355.68,     359.07,   355.46,     359.29,   355.68
1990, 02,   32919, 1990.1260,   360.11,   355.88,     359.77,   355.54,     360.11,   355.88
1990, 03,   32947, 1990.2027,   360.76,   356.15,     360.22,   355.60,     360.76,   356.15
1990, 04,   32978, 1990.2877,   360.59,   355.80,     360.46,   355.68,     360.59,   355.80
1990, 05,   33008, 1990.3699,   360.24,   355.30,     360.68,   355.75,     360.24,   355.30
1990, 06,   33039, 1990.4548,   357.63,   354.77,     358.69,   355.83,     357.63,   354.77
1990, 07,   33069, 1990.5370,   351.15,   354.66,     352.41,   355.92,     351.15,   354.66
1990, 08,   33100, 1990.6219,   346.15,   355.73,     346.42,   356.01,     346.15,   355.73
1990, 09,   33131, 1990.7068,   347.12,   356.17,     347.06,   356.11,     347.12,   356.17
1990, 10,   33161, 1990.7890,   350.86,   355.38,     351.69,   356.21,     350.86,   355.38
1990, 11,   33192, 1990.8740,   355.78,   356.10,     356.00,   356.32,     355.78,   356.10
1990, 12,   33222, 1990.9562,   358.44,   356.14,     358.73,   356.43,     358.44,   356.14
1991, 01,   33253, 1991.0411,   360.50,   356.86,     360.19,   356.55,     360.50,   356.86
1991, 02,   33284, 1991.1260,   362.04,   357.77,     360.93,   356.67,     362.04,   357.77
1991, 03,   33312, 1991.2027,   360.93,   356.28,     361.42,   356.78,     360.93,   356.28
1991, 04,   33343, 1991.2877,   361.87,   357.06,     361.71,   356.89,     361.87,   357.06
1991, 05,   33373, 1991.3699,   361.44,   356.48,     361.97,   357.00,     361.44,   356.48
1991, 06,   33404, 1991.4548,   359.79,   356.91,     359.99,   357.11,     359.79,   356.91
1991, 07,   33434, 1991.5370,   354.00,   357.53,     353.68,   357.22,     354.00,   357.53
1991, 08,   33465, 1991.6219,   347.48,   357.13,     347.67,   357.32,     347.48,   357.13
1991, 09,   33496, 1991.7068,   348.73,   357.83,     348.30,   357.41,     348.73,   357.83
1991, 10,   33526, 1991.7890,   352.97,   357.53,     352.94,   357.49,     352.97,   357.53
1991, 11,   33557, 1991.8740,   357.54,   357.87,     357.24,   357.56,     357.54,   357.87
1991, 12,   33587, 1991.9562,   359.95,   357.63,     359.94,   357.63,     359.95,   357.63
1992, 01,   33618, 1992.0410,   362.11,   358.45,     361.34,   357.68,     362.11,   358.45
1992, 02,   33649, 1992.1257,   362.15,   357.87,     362.01,   357.72,     362.15,   357.87
1992, 03,   33678, 1992.2049,   363.73,   359.05,     362.43,   357.75,     363.73,   359.05
1992, 04,   33709, 1992.2896,   362.58,   357.73,     362.62,   357.77,     362.58,   357.73
1992, 05,   33739, 1992.3716,   363.11,   358.12,     362.77,   357.78,     363.11,   358.12
1992, 06,   33770, 1992.4563,   361.54,   358.72,     360.60,   357.78,     361.54,   358.72
1992, 07,   33800, 1992.5383,   353.78,   357.45,     354.11,   357.78,     353.78,   357.45
1992, 08,   33831, 1992.6230,   346.89,   356.64,     348.04,   357.79,     346.89,   356.64
1992, 09,   33862, 1992.7077,   347.83,   356.96,     348.66,   357.79,     347.83,   356.96
1992, 10,   33892, 1992.7896,   352.23,   356.78,     353.25,   357.80,     352.23,   356.78
1992, 11,   33923, 1992.8743,   356.78,   357.09,     357.50,   357.81,     356.78,   357.09
1992, 12,   33953, 1992.9563,   361.03,   358.70,     360.17,   357.83,     361.03,   358.70
1993, 01,   33984, 1993.0411,   361.87,   358.18,     361.55,   357.86,     361.87,   358.18
1993, 02,   34015, 1993.1260,   361.87,   357.55,     362.21,   357.89,     361.87,   357.55
1993, 03,   34043, 1993.2027,   362.73,   358.03,     362.63,   357.93,     362.73,   358.03
1993, 04,   34074, 1993.2877,   363.46,   358.59,     362.85,   357.97,     363.46,   358.59
1993, 05,   34104, 1993.3699,      NaN,      NaN,     363.05,   358.02,     363.05,   358.02
1993, 06,   34135, 1993.4548,   360.87,   357.95,     361.00,   358.08,     360.87,   357.95
1993, 07,   34165, 1993.5370,   354.03,   357.60,     354.58,   358.15,     354.03,   357.60
1993, 08,   34196, 1993.6219,   347.99,   357.75,     348.47,   358.24,     347.99,   357.75
1993, 09,   34227, 1993.7068,   348.48,   357.70,     349.11,   358.33,     348.48,   357.70
1993, 10,   34257, 1993.7890,   353.44,   358.05,     353.83,   358.44,     353.44,   358.05
1993, 11,   34288, 1993.8740,   357.03,   357.36,     358.24,   358.57,     357.03,   357.36
1993, 12,   34318, 1993.9562,   360.35,   358.01,     361.04,   358.70,     360.35,   358.01
1994, 01,   34349, 1994.0411,   363.03,   359.32,     362.55,   358.84,     363.03,   359.32
1994, 02,   34380, 1994.1260,   364.12,   359.78,     363.34,   359.00,     364.12,   359.78
1994, 03,   34408, 1994.2027,   364.84,   360.10,     363.87,   359.14,     364.84,   360.10
1994, 04,   34439, 1994.2877,   364.43,   359.53,     364.20,   359.30,     364.43,   359.53
1994, 05,   34469, 1994.3699,   364.28,   359.22,     364.51,   359.45,     364.28,   359.22
1994, 06,   34500, 1994.4548,   362.02,   359.09,     362.55,   359.62,     362.02,   359.09
1994, 07,   34530, 1994.5370,   356.57,   360.17,     356.18,   359.78,     356.57,   360.17
1994, 08,   34561, 1994.6219,   350.78,   360.61,     350.12,   359.95,     350.78,   360.61
1994, 09,   34592, 1994.7068,   350.52,   359.80,     350.84,   360.12,     350.52,   359.80
1994, 10,   34622, 1994.7890,   356.12,   360.76,     355.65,   360.29,     356.12,   360.76
1994, 11,   34653, 1994.8740,   360.05,   360.38,     360.13,   360.46,     360.05,   360.38
1994, 12,   34683, 1994.9562,   363.28,   360.93,     362.99,   360.63,     363.28,   360.93
1995, 01,   34714, 1995.0411,   363.49,   359.76,     364.54,   360.81,     363.49,   359.76
1995, 02,   34745, 1995.1260,   364.90,   360.53,     365.36,   360.99,     364.90,   360.53
1995, 03,   34773, 1995.2027,   366.70,   361.94,     365.92,   361.15,     366.70,   361.94
1995, 04,   34804, 1995.2877,   366.33,   361.40,     366.27,   361.34,     366.33,   361.40
1995, 05,   34834, 1995.3699,   365.74,   360.65,     366.60,   361.52,     365.74,   360.65
1995, 06,   34865, 1995.4548,   364.24,   361.29,     364.66,   361.70,     364.24,   361.29
1995, 07,   34895, 1995.5370,   358.46,   362.08,     358.26,   361.88,     358.46,   362.08
1995, 08,   34926, 1995.6219,   351.98,   361.87,     352.18,   362.07,     351.98,   361.87
1995, 09,   34957, 1995.7068,   353.51,   362.85,     352.92,   362.25,     353.51,   362.85
1995, 10,   34987, 1995.7890,   357.34,   362.00,     357.76,   362.43,     357.34,   362.00
1995, 11,   35018, 1995.8740,   362.36,   362.69,     362.27,   362.60,     362.36,   362.69
1995, 12,   35048, 1995.9562,   365.68,   363.31,     365.14,   362.77,     365.68,   363.31
1996, 01,   35079, 1996.0410,   366.95,   363.20,     366.68,   362.93,     366.95,   363.20
1996, 02,   35110, 1996.1257,   366.69,   362.30,     367.48,   363.09,     366.69,   362.30
1996, 03,   35139, 1996.2049,   367.63,   362.83,     368.03,   363.23,     367.63,   362.83
1996, 04,   35170, 1996.2896,   368.16,   363.19,     368.35,   363.38,     368.16,   363.19
1996, 05,   35200, 1996.3716,   369.13,   364.02,     368.63,   363.51,     369.13,   364.02
1996, 06,   35231, 1996.4563,   367.28,   364.39,     366.53,   363.64,     367.28,   364.39
1996, 07,   35261, 1996.5383,   361.39,   365.15,     360.00,   363.76,     361.39,   365.15
1996, 08,   35292, 1996.6230,   356.09,   366.07,     353.88,   363.87,     356.09,   366.07
1996, 09,   35323, 1996.7077,   354.58,   363.94,     354.62,   363.98,     354.58,   363.94
1996, 10,   35353, 1996.7896,   360.18,   364.84,     359.41,   364.07,     360.18,   364.84
1996, 11,   35384, 1996.8743,   364.12,   364.44,     363.84,   364.16,     364.12,   364.44
1996, 12,   35414, 1996.9563,   365.56,   363.17,     366.63,   364.24,     365.56,   363.17
1997, 01,   35445, 1997.0411,   368.35,   364.58,     368.11,   364.33,     368.35,   364.58
1997, 02,   35476, 1997.1260,   370.43,   366.00,     368.85,   364.43,     370.43,   366.00
1997, 03,   35504, 1997.2027,   368.18,   363.35,     369.34,   364.51,     368.18,   363.35
1997, 04,   35535, 1997.2877,   368.85,   363.85,     369.61,   364.62,     368.85,   363.85
1997, 05,   35565, 1997.3699,   369.50,   364.35,     369.87,   364.72,     369.50,   364.35
1997, 06,   35596, 1997.4548,   367.53,   364.54,     367.83,   364.85,     367.53,   364.54
1997, 07,   35626, 1997.5370,   360.76,   364.43,     361.31,   364.97,     360.76,   364.43
1997, 08,   35657, 1997.6219,   355.13,   365.14,     355.11,   365.12,     355.13,   365.14
1997, 09,   35688, 1997.7068,   356.08,   365.53,     355.82,   365.27,     356.08,   365.53
1997, 10,   35718, 1997.7890,   360.79,   365.51,     360.70,   365.43,     360.79,   365.51
1997, 11,   35749, 1997.8740,   364.81,   365.14,     365.27,   365.61,     364.81,   365.14
1997, 12,   35779, 1997.9562,   367.86,   365.46,     368.19,   365.79,     367.86,   365.46
1998, 01,   35810, 1998.0411,   369.46,   365.66,     369.79,   365.99,     369.46,   365.66
1998, 02,   35841, 1998.1260,   370.14,   365.69,     370.65,   366.20,     370.14,   365.69
1998, 03,   35869, 1998.2027,   370.91,   366.06,     371.25,   366.39,     370.91,   366.06
1998, 04,   35900, 1998.2877,   370.56,   365.54,     371.65,   366.62,     370.56,   365.54
1998, 05,   35930, 1998.3699,   371.58,   366.40,     372.03,   366.85,     371.58,   366.40
1998, 06,   35961, 1998.4548,   369.25,   366.24,     370.09,   367.09,     369.25,   366.24
1998, 07,   35991, 1998.5370,   364.42,   368.11,     363.63,   367.32,     364.42,   368.11
1998, 08,   36022, 1998.6219,   357.43,   367.50,     357.48,   367.55,     357.43,   367.50
1998, 09,   36053, 1998.7068,   360.60,   370.10,     358.27,   367.78,     360.60,   370.10
1998, 10,   36083, 1998.7890,   364.12,   368.88,     363.24,   367.99,     364.12,   368.88
1998, 11,   36114, 1998.8740,   368.78,   369.12,     367.86,   368.20,     368.78,   369.12
1998, 12,   36144, 1998.9562,   371.64,   369.22,     370.80,   368.39,     371.64,   369.22
1999, 01,   36175, 1999.0411,   372.68,   368.86,     372.39,   368.57,     372.68,   368.86
1999, 02,   36206, 1999.1260,   373.88,   369.40,     373.21,   368.73,     373.88,   369.40
1999, 03,   36234, 1999.2027,   373.82,   368.93,     373.75,   368.87,     373.82,   368.93
1999, 04,   36265, 1999.2877,   374.14,   369.08,     374.07,   369.01,     374.14,   369.08
1999, 05,   36295, 1999.3699,   374.54,   369.33,     374.36,   369.15,     374.54,   369.33
1999, 06,   36326, 1999.4548,   372.00,   368.97,     372.30,   369.28,     372.00,   368.97
1999, 07,   36356, 1999.5370,   364.72,   368.43,     365.69,   369.40,     364.72,   368.43
1999, 08,   36387, 1999.6219,   359.08,   369.21,     359.39,   369.53,     359.08,   369.21
1999, 09,   36418, 1999.7068,   359.77,   369.33,     360.09,   369.65,     359.77,   369.33
1999, 10,   36448, 1999.7890,   365.04,   369.83,     364.99,   369.78,     365.04,   369.83
1999, 11,   36479, 1999.8740,   369.89,   370.23,     369.56,   369.90,     369.89,   370.23
1999, 12,   36509, 1999.9562,   372.70,   370.27,     372.45,   370.03,     372.70,   370.27
2000, 01,   36540, 2000.0410,   373.28,   369.44,     374.00,   370.15,     373.28,   369.44
2000, 02,   36571, 2000.1257,   375.18,   370.68,     374.78,   370.28,     375.18,   370.68
2000, 03,   36600, 2000.2049,   374.88,   369.96,     375.31,   370.40,     374.88,   369.96
2000, 04,   36631, 2000.2896,   375.47,   370.38,     375.61,   370.52,     375.47,   370.38
2000, 05,   36661, 2000.3716,   376.22,   370.98,     375.88,   370.64,     376.22,   370.98
2000, 06,   36692, 2000.4563,   374.00,   371.04,     373.73,   370.77,     374.00,   371.04
2000, 07,   36722, 2000.5383,   366.47,   370.32,     367.03,   370.89,     366.47,   370.32
2000, 08,   36753, 2000.6230,   360.78,   371.01,     360.77,   371.01,     360.78,   371.01
2000, 09,   36784, 2000.7077,   361.88,   371.47,     361.54,   371.12,     361.88,   371.47
2000, 10,   36814, 2000.7896,   367.64,   372.42,     366.46,   371.23,     367.64,   372.42
2000, 11,   36845, 2000.8743,   370.64,   370.97,     371.02,   371.35,     370.64,   370.97
2000, 12,   36875, 2000.9563,   373.45,   371.00,     373.90,   371.45,     373.45,   371.00
2001, 01,   36906, 2001.0411,   376.21,   372.34,     375.43,   371.56,     376.21,   372.34
2001, 02,   36937, 2001.1260,   375.99,   371.46,     376.20,   371.67,     375.99,   371.46
2001, 03,   36965, 2001.2027,   376.49,   371.55,     376.71,   371.77,     376.49,   371.55
2001, 04,   36996, 2001.2877,   377.54,   372.42,     377.00,   371.88,     377.54,   372.42
2001, 05,   37026, 2001.3699,   377.72,   372.45,     377.27,   371.99,     377.72,   372.45
2001, 06,   37057, 2001.4548,   374.79,   371.73,     375.17,   372.11,     374.79,   371.73
2001, 07,   37087, 2001.5370,   367.33,   371.08,     368.47,   372.23,     367.33,   371.08
2001, 08,   37118, 2001.6219,   361.67,   371.92,     362.10,   372.36,     361.67,   371.92
2001, 09,   37149, 2001.7068,   363.52,   373.20,     362.81,   372.50,     363.52,   373.20
2001, 10,   37179, 2001.7890,   367.85,   372.69,     367.80,   372.64,     367.85,   372.69
2001, 11,   37210, 2001.8740,   373.26,   373.61,     372.45,   372.79,     373.26,   373.61
2001, 12,   37240, 2001.9562,   374.50,   372.04,     375.41,   372.95,     374.50,   372.04
2002, 01,   37271, 2002.0411,   376.71,   372.82,     377.01,   373.12,     376.71,   372.82
2002, 02,   37302, 2002.1260,   377.48,   372.92,     377.86,   373.30,     377.48,   372.92
2002, 03,   37330, 2002.2027,   378.33,   373.36,     378.44,   373.47,     378.33,   373.36
2002, 04,   37361, 2002.2877,   378.80,   373.65,     378.81,   373.67,     378.80,   373.65
2002, 05,   37391, 2002.3699,   379.07,   373.76,     379.17,   373.87,     379.07,   373.76
2002, 06,   37422, 2002.4548,   375.95,   372.87,     377.16,   374.08,     375.95,   372.87
2002, 07,   37452, 2002.5370,   370.71,   374.49,     370.52,   374.30,     370.71,   374.49
2002, 08,   37483, 2002.6219,   364.07,   374.38,     364.22,   374.53,     364.07,   374.38
2002, 09,   37514, 2002.7068,   365.47,   375.21,     365.03,   374.77,     365.47,   375.21
2002, 10,   37544, 2002.7890,   370.38,   375.24,     370.13,   375.00,     370.38,   375.24
2002, 11,   37575, 2002.8740,   374.16,   374.51,     374.89,   375.24,     374.16,   374.51
2002, 12,   37605, 2002.9562,   378.10,   375.62,     377.95,   375.48,     378.10,   375.62
2003, 01,   37636, 2003.0411,   379.10,   375.18,     379.63,   375.72,     379.10,   375.18
2003, 02,   37667, 2003.1260,   379.44,   374.86,     380.55,   375.96,     379.44,   374.86
2003, 03,   37695, 2003.2027,   380.97,   375.97,     381.17,   376.17,     380.97,   375.97
2003, 04,   37726, 2003.2877,   381.45,   376.28,     381.58,   376.41,     381.45,   376.28
2003, 05,   37756, 2003.3699,   382.45,   377.11,     381.96,   376.62,     382.45,   377.11
2003, 06,   37787, 2003.4548,   381.05,   377.95,     379.93,   376.83,     381.05,   377.95
2003, 07,   37817, 2003.5370,   373.76,   377.56,     373.23,   377.03,     373.76,   377.56
2003, 08,   37848, 2003.6219,   368.00,   378.38,     366.84,   377.21,     368.00,   378.38
2003, 09,   37879, 2003.7068,   368.67,   378.46,     367.59,   377.39,     368.67,   378.46
2003, 10,   37909, 2003.7890,   372.43,   377.33,     372.64,   377.54,     372.43,   377.33
2003, 11,   37940, 2003.8740,   377.82,   378.17,     377.34,   377.69,     377.82,   378.17
2003, 12,   37970, 2003.9562,   380.10,   377.61,     380.32,   377.83,     380.10,   377.61
2004, 01,   38001, 2004.0410,   382.54,   378.60,     381.90,   377.96,     382.54,   378.60
2004, 02,   38032, 2004.1257,   382.42,   377.81,     382.71,   378.09,     382.42,   377.81
2004, 03,   38061, 2004.2049,   381.67,   376.63,     383.25,   378.21,     381.67,   376.63
2004, 04,   38092, 2004.2896,   383.28,   378.07,     383.56,   378.34,     383.28,   378.07
2004, 05,   38122, 2004.3716,   383.63,   378.27,     383.83,   378.47,     383.63,   378.27
2004, 06,   38153, 2004.4563,   382.62,   379.59,     381.63,   378.60,     382.62,   379.59
2004, 07,   38183, 2004.5383,   374.60,   378.55,     374.78,   378.73,     374.60,   378.55
2004, 08,   38214, 2004.6230,   368.70,   379.18,     368.39,   378.87,     368.70,   379.18
2004, 09,   38245, 2004.7077,   368.69,   378.50,     369.19,   379.01,     368.69,   378.50
